accession	project	bases	gc	ags	country	genus	copy	arg_copy	cpg	group
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Enterocloster	10.0	42.97	4.297	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Enterococcus	0.625	113.254	181.2064	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Escherichia	16.75	858.103	51.23002985074626	pathogen
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Eubacterium	103.0	32.902	0.3194368932038835	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Faecalibacillus	17.0	205.385	12.081470588235293	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Faecalibacterium	212.875	468.267	2.1997275396359366	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Fimivivens	0.25	83.75	335.0	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Flavonifractor	0.5	70.424	140.848	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Fusicatenibacter	36.75	105.024	2.857795918367347	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Gallintestinimicrobium	0.625	3.523	5.6368	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Gemmiger	104.5	226.403	2.166535885167464	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Gordonibacter	1.25	1.976	1.5808	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Guopingia	0.25	0.962	3.848	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Hominenteromicrobium	17.125	15.074	0.8802335766423357	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Hominicoprocola	36.5	51.304	1.4055890410958904	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Hominilimicola	4.5	2.98	0.6622222222222223	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Hominisplanchenecus	3.875	13.788	3.558193548387097	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Hominiventricola	8.875	17.245	1.943098591549296	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Hungatella	0.25	0.985	3.94	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Intestinibacter	0.625	1.0	1.6	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Intestinimonas	0.25	8.694	34.776	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Jutongia	0.375	0.993	2.648	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Klebsiella	0.5	59.772	119.544	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Lachnospira	65.375	98.144	1.5012466539196943	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Laedolimicola	3.0	1.9889999999999999	0.6629999999999999	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Ligilactobacillus	0.5	1.988	3.976	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Limivivens	5.0	13.809	2.7618	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Massiliimalia	0.25	0.928	3.712	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Massilioclostridium	0.25	3.9339999999999997	15.735999999999999	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Mediterraneibacter	37.25	144.535	3.880134228187919	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Metalachnospira	0.125	0.996	7.968	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Odoribacter	15.875	16.273	1.0250708661417323	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Oliverpabstia	13.25	15.484	1.1686037735849057	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Otoolea	10.125	125.616	12.406518518518519	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Oxalobacter	0.25	2.9130000000000003	11.652000000000001	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Parabacteroides	19.75	7.247	0.36693670886075946	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Parasutterella	1.125	0.535	0.47555555555555556	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Phascolarctobacterium	40.25	43.397999999999996	1.0782111801242236	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Phil1	5.5	6.454	1.1734545454545453	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Phocaeicola	67.25	342.41999999999996	5.09174721189591	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Prevotella	420.75	332.815	0.7910041592394533	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Pseudobutyricicoccus	0.25	19.957	79.828	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Pseudoscilispira	0.375	1.0	2.6666666666666665	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Romboutsia	2.0	0.993	0.4965	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Roseburia	72.25	207.19400000000002	2.8677370242214537	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Ruminococcus	77.625	85.415	1.1003542673107891	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Ruthenibacterium	0.625	116.54599999999999	186.47359999999998	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Sarcina	0.75	9.292	12.389333333333333	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Schaedlerella	1.0	16.707	16.707	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Streptococcus	1.625	10.755999999999998	6.619076923076922	pathogen
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Suilimivivens	1.5	0.934	0.6226666666666667	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Thomasclavelia	0.125	0.992	7.936	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Tidjanibacter	2.25	9.914	4.4062222222222225	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	UBA3402	1.375	2.28	1.658181818181818	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Vescimonas	50.75	35.373	0.6970049261083744	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Victivallis	2.125	3.651	1.7181176470588235	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Wujia	7.375	11.129	1.5090169491525423	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Yeguia	0.125	29.259	234.072	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	Youxingia	0.125	1.658	13.264	commensal
SRR16328990	PRJNA763692	8949.097743	2586.875	3.4594241093984057	CN	all	2586.875	11591.210000000001	4.480776999275188	all
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Agathobacter	9.75	45.113	4.626974358974359	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Agathobaculum	0.875	9.537	10.899428571428572	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Anaerobutyricum	2.375	0.742	0.31242105263157893	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Anaerostipes	19.375	17.16	0.8856774193548387	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Anaerotignum	0.125	0.996	7.968	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Anthropogastromicrobium	0.125	0.992	7.936	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Bacteroides	2.125	17.729	8.343058823529411	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Bariatricus	0.375	1.978	5.274666666666667	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Bifidobacterium	38.875	44.91	1.15524115755627	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Blautia	18.75	38.947	2.0771733333333335	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Brotaphodocola	1.5	1.971	1.314	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Clostridium	0.625	0.952	1.5231999999999999	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Enterocloster	3.875	3.368	0.8691612903225806	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Escherichia	1.125	91.011	80.89866666666666	pathogen
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Faecalibacillus	20.0	14.856	0.7428	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Faecalibacterium	3.75	5.367	1.4312	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Faecalimonas	11.125	26.200000000000003	2.355056179775281	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Fusicatenibacter	16.125	46.727999999999994	2.897860465116279	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Intestinibacter	0.25	2.957	11.828	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Lachnospira	9.5	5.986	0.6301052631578947	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Mediterraneibacter	25.5	78.599	3.0823137254901964	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Oliverpabstia	2.375	8.591000000000001	3.617263157894737	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Otoolea	2.375	1.975	0.8315789473684211	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Parabacteroides	0.375	1.929	5.144	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Parasutterella	0.625	1.982	3.1712	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Phascolarctobacterium	0.625	1.981	3.1696	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Phocaeicola	22.625	51.375	2.270718232044199	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Romboutsia	4.0	1.989	0.49725	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Roseburia	1.0	3.4450000000000003	3.4450000000000003	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Ruminococcus	2.625	17.046	6.493714285714286	commensal
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	Streptococcus	59.875	294.51	4.91874739039666	pathogen
SRR16329001	PRJNA763692	893.504378	290.125	3.0797221128823784	CN	all	290.125	1079.918	3.722250753985351	all
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Acetatifactor	34.25	69.507	2.029401459854015	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Acutalibacter	0.25	2.966	11.864	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Adlercreutzia	2.875	4.976	1.7307826086956521	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Agathobacter	105.0	144.995	1.3809047619047619	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Agathobaculum	15.375	158.119	10.284162601626017	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Akkermansia	11.875	27.324	2.3009684210526316	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Alistipes	76.125	118.562	1.557464696223317	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Alitiscatomonas	7.125	74.319	10.430736842105263	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Anaerobutyricum	15.5	43.924	2.833806451612903	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Anaeromassilibacillus	0.125	1.963	15.704	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Anaerostipes	17.125	23.377999999999997	1.3651386861313866	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Anaerotardibacter	11.0	5.261	0.4782727272727273	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Anaerotignum	0.375	24.649	65.73066666666666	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Anthropogastromicrobium	18.5	39.442	2.132	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Bacteroides	91.125	889.611	9.762534979423869	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Bariatricus	3.5	9.448	2.6994285714285717	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Barnesiella	17.125	14.33	0.8367883211678833	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Bifidobacterium	21.25	52.569	2.4738352941176474	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Bilophila	3.75	9.418000000000001	2.5114666666666667	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Blautia	92.25	342.907	3.7171490514905146	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Brotaphodocola	3.25	2.944	0.9058461538461539	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Butyribacter	5.0	5.295	1.059	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Butyricicoccus	11.5	13.518	1.1754782608695653	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Butyricimonas	4.375	4.486	1.0253714285714286	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Butyrivibrio	291.75	434.106	1.4879383033419022	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	CAG-103	12.75	2.998	0.2351372549019608	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	CAG-177	21.375	1.957	0.09155555555555556	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	CAG-217	8.375	3.0010000000000003	0.35832835820895526	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	CAG-267	11.0	11.234	1.0212727272727273	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	CAG-417	0.75	0.978	1.304	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Clostridium	6.375	21.179000000000002	3.322196078431373	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Collinsella	29.875	60.449999999999996	2.023430962343096	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Comamonas	6.375	29.037	4.554823529411765	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Coprobacter	2.75	2.185	0.7945454545454546	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Coprococcus	83.0	101.855	1.2271686746987953	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Dialister	18.0	21.758	1.2087777777777777	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Dorea	16.25	166.206	10.228061538461537	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Dysosmobacter	33.0	5.627	0.1705151515151515	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Ellagibacter	1.0	1.0	1.0	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Enterobacter	0.125	2.981	23.848	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Enterocloster	2.375	27.224	11.462736842105263	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Escherichia	2.0	75.911	37.9555	pathogen
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Eubacterium	29.375	32.311	1.0999489361702128	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Faecalibacillus	9.5	3.1470000000000002	0.33126315789473687	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Faecalibacterium	218.125	340.084	1.5591243553008596	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Faecalicoccus	0.125	2.0	16.0	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Faecalimonas	1.75	9.693	5.538857142857142	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Fimivivens	0.5	7.235	14.47	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Flavonifractor	0.375	29.679000000000002	79.144	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Fusicatenibacter	33.25	97.982	2.946827067669173	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Gallintestinimicrobium	1.0	2.947	2.947	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Gemmiger	31.75	42.371	1.3345196850393701	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Haemophilus	1.375	0.998	0.7258181818181818	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Holdemanella	12.625	26.611	2.10780198019802	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Hominenteromicrobium	4.375	2.989	0.6831999999999999	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Hominicoprocola	21.0	60.204	2.866857142857143	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Hominifimenecus	0.125	0.978	7.824	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Hominilimicola	1.125	1.0	0.8888888888888888	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Hominimerdicola	4.75	10.827	2.2793684210526317	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Hominisplanchenecus	13.625	34.414	2.5257981651376147	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Hominiventricola	4.875	26.240000000000002	5.382564102564103	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Huintestinicola	0.625	46.892	75.02720000000001	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Intestinibacter	1.375	2.911	2.117090909090909	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Jutongia	6.375	2.443	0.3832156862745098	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Lachnospira	59.625	51.657	0.8663647798742138	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Laedolimicola	2.875	1.0	0.34782608695652173	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Lawsonibacter	4.125	14.887	3.608969696969697	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Limivivens	5.5	4.5440000000000005	0.8261818181818182	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Mediterraneibacter	32.75	69.393	2.1188702290076336	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Merdibacter	1.75	0.979	0.5594285714285714	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Mesosutterella	1.0	0.996	0.996	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Methanobrevibacter	28.375	30.993	1.0922643171806168	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Monoglobus	0.625	2.981	4.7696	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Odoribacter	11.875	10.247	0.8629052631578947	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Oliverpabstia	6.5	18.56	2.855384615384615	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Otoolea	5.0	54.355999999999995	10.871199999999998	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Oxalobacter	0.375	3.983	10.621333333333334	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Parabacteroides	13.375	42.815	3.2011214953271026	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Parasutterella	1.375	2.477	1.8014545454545454	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	PeH17	26.625	34.509	1.296112676056338	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Phocaeicola	151.875	428.429	2.820931687242798	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Pseudoruminococcus	15.625	3.98	0.25472	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Romboutsia	1.25	2.337	1.8696000000000002	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Roseburia	65.375	141.783	2.1687648183556405	commensal
SRR16329012	PRJNA763692	9743.632733	3066.75	3.1771852068150324	CN	Ruminiclostridium	110.5	80.682	0.7301538461538462	commensal
